id,label,summary
filter.v.01,filter||filter.v.01,remove by passing through a filter
separate.v.05,separate||separate.v.05,divide into components or constituents
extract.v.05,extract||extract.v.05,separate (a metal) from an ore
fractionate.v.02,fractionate||fractionate.v.02,obtain by a fractional process
fractionate.v.01,fractionate||fractionate.v.01,separate into constituents or fractions containing concentrated constituents
concoct.v.01,concoct||concoct.v.01,make a concoction (of) by mixing
sift.v.02,sift||sift.v.02,separate by passing through a sieve or other straining device to separate out coarser elements
rice.v.01,rice||rice.v.01,sieve so that it becomes the consistency of rice
sieve.v.02,sieve||sieve.v.02,check and sort carefully
resift.v.01,resift||resift.v.01,sift anew
riddle.v.03,riddle||riddle.v.03,"separate with a riddle, as grain from chaff"
winnow.v.01,winnow||winnow.v.01,separate the chaff from by using air currents
coalesce.v.02,coalesce||coalesce.v.02,fuse or cause to grow together
compound.v.05,compound||compound.v.05,combine so as to form a whole; mix
heterodyne.v.01,heterodyne||heterodyne.v.01,combine (a radio frequency wave) with a locally generated wave of a different frequency so as to produce a new frequency equal to the sum or the difference between the two
sulfurette.v.01,sulfurette||sulfurette.v.01,combine with sulfur
mix.v.05,mix||mix.v.05,to bring or combine together or with something else
blend.v.01,blend||blend.v.01,combine into one
commingle.v.01,commingle||commingle.v.01,mix or blend
entangle.v.02,entangle||entangle.v.02,twist together or entwine into a confusing mass
felt.v.01,felt||felt.v.01,mat together and make felt-like
enmesh.v.01,enmesh||enmesh.v.01,entangle or catch in (or as if in) a mesh
disentangle.v.02,disentangle||disentangle.v.02,extricate from entanglement
tease.v.06,tease||tease.v.06,disentangle and raise the fibers of
arrange.v.01,arrange||arrange.v.01,put into a proper or systematic order
stack.v.03,stack||stack.v.03,arrange the order of so as to increase one's winning chances
chain.v.01,chain||chain.v.01,connect or arrange into a chain by linking
concatenate.v.01,concatenate||concatenate.v.01,combine two strings to form a single one
pair.v.04,pair||pair.v.04,arrange in pairs
pair.v.03,pair||pair.v.03,occur in pairs
concord.v.03,concord||concord.v.03,arrange the words of a text so as to create a concordance
cascade.v.02,cascade||cascade.v.02,"arrange (open windows) on a computer desktop so that they overlap each other, with the title bars visible"
settle.v.11,settle||settle.v.11,arrange or fix in the desired order
pyramid.v.03,pyramid||pyramid.v.03,arrange or build up as if on the base of a pyramid
corral.v.02,corral||corral.v.02,arrange wagons so that they form a corral
catenate.v.01,catenate||catenate.v.01,"arrange in a series of rings or chains, as for spores"
dress.v.09,dress||dress.v.09,provide with decoration
disarrange.v.01,disarrange||disarrange.v.01,destroy the arrangement or order of
border.v.05,border||border.v.05,lie adjacent to another or share a boundary
surround.v.01,surround||surround.v.01,extend on all sides of simultaneously; encircle
fringe.v.02,fringe||fringe.v.02,decorate with or as if with a surrounding fringe
girdle.v.02,girdle||girdle.v.02,put a girdle on or around
evict.v.02,evict||evict.v.02,expel from one's property or force to move out by a legal process
evict.v.01,evict||evict.v.01,expel or eject without recourse to legal process
eject.v.01,eject||eject.v.01,put out or expel from a place
show_the_door.v.01,show_the_door||show_the_door.v.01,ask to leave
bounce.v.07,bounce||bounce.v.07,eject from the premises
superimpose.v.01,superimpose||superimpose.v.01,place on top of
superpose.v.01,superpose||superpose.v.01,place (one geometric figure) upon another so that their perimeters coincide
develop.v.16,develop||develop.v.16,"superimpose a three-dimensional surface on a plane without stretching, in geometry"
invite.v.06,invite||invite.v.06,ask to enter
call_in.v.01,call_in||call_in.v.01,summon to enter
welcome.v.03,welcome||welcome.v.03,"receive someone, as into one's house"
receive.v.05,receive||receive.v.05,express willingness to have in one's home or environs
absorb.v.08,absorb||absorb.v.08,assimilate or take in
see.v.15,see||see.v.15,receive as a specified guest
assume.v.08,assume||assume.v.08,take up someone's soul into heaven
kidnap.v.01,kidnap||kidnap.v.01,take away to an undisclosed location against their will and usually in order to extract a ransom
cloister.v.02,cloister||cloister.v.02,surround with a cloister
shanghai.v.01,shanghai||shanghai.v.01,"take (someone) against his will for compulsory service, especially on board a ship"
commandeer.v.01,commandeer||commandeer.v.01,take arbitrarily or by force
skyjack.v.01,skyjack||skyjack.v.01,subject an aircraft to air piracy
carjack.v.01,carjack||carjack.v.01,"take someone's car from him by force, usually with the intention of stealing it"
expropriate.v.01,expropriate||expropriate.v.01,deprive of possessions
scramble.v.03,scramble||scramble.v.03,bring into random order
tumble.v.06,tumble||tumble.v.06,throw together in a confused mass
putter.v.03,putter||putter.v.03,move around aimlessly
putter.v.02,putter||putter.v.02,"do random, unplanned work or activities or spend time idly"
puddle.v.05,puddle||puddle.v.05,"mess around, as in a liquid or paste"
muss.v.01,muss||muss.v.01,make messy or untidy
tousle.v.01,tousle||tousle.v.01,disarrange or rumple; dishevel
range.v.05,range||range.v.05,lay out orderly or logically in a line or as if in a line
compart.v.01,compart||compart.v.01,lay out in parts according to a plan
let_go_of.v.01,let_go_of||let_go_of.v.01,"release, as from one's grip"
pop.v.08,pop||pop.v.08,release suddenly
toggle.v.03,toggle||toggle.v.03,release by a toggle switch
unhand.v.01,unhand||unhand.v.01,remove the hand from
bring_out.v.02,bring_out||bring_out.v.02,bring out of a specific state
unleash.v.01,unleash||unleash.v.01,release or vent
unleash.v.03,unleash||unleash.v.03,turn loose or free from restraint
uncork.v.01,uncork||uncork.v.01,release
unleash.v.02,unleash||unleash.v.02,release from a leash
free.v.07,free||free.v.07,free or remove obstruction from
suffocate.v.02,suffocate||suffocate.v.02,impair the respiration of or obstruct the air passage of
obstruct.v.02,obstruct||obstruct.v.02,block passage through
tie_up.v.03,tie_up||tie_up.v.03,restrain from moving or operating normally
dam.v.01,dam||dam.v.01,"obstruct with, or as if with, a dam"
shut_off.v.03,shut_off||shut_off.v.03,block off the passage through
screen.v.05,screen||screen.v.05,prevent from entering
shade.v.03,shade||shade.v.03,"protect from light, heat, or view"
land_up.v.01,land_up||land_up.v.01,"block with earth, as after a landslide"
barricade.v.01,barricade||barricade.v.01,render unsuitable for passage
close.v.14,close||close.v.14,bar access to
clog.v.01,clog||clog.v.01,become or cause to become obstructed
crap_up.v.01,crap_up||crap_up.v.01,become obstructed or chocked up
unclog.v.01,unclog||unclog.v.01,become or cause to become unobstructed
stuff.v.03,stuff||stuff.v.03,obstruct
silt_up.v.01,silt_up||silt_up.v.01,become chocked with silt
unstuff.v.01,unstuff||unstuff.v.01,cause to become unblocked
bag.v.01,bag||bag.v.01,"capture or kill, as in hunting"
batfowl.v.01,batfowl||batfowl.v.01,catch birds by temporarily blinding them
capture.v.06,capture||capture.v.06,"capture as if by hunting, snaring, or trapping"
catch.v.25,catch||catch.v.25,take in and retain
rat.v.05,rat||rat.v.05,"catch rats, especially with dogs"
trap.v.02,trap||trap.v.02,catch in or as if in a trap
gin.v.02,gin||gin.v.02,trap with a snare
suspend.v.01,suspend||suspend.v.01,hang freely
hang.v.02,hang||hang.v.02,cause to be hanging or suspended
hang.v.14,hang||hang.v.14,place in position as by a hinge so as to allow free movement in one direction
hang.v.13,hang||hang.v.13,be placed in position as by a hinge
hang.v.08,hang||hang.v.08,be suspended or poised
hang.v.01,hang||hang.v.01,be suspended or hanging
dangle.v.02,dangle||dangle.v.02,cause to dangle or hang freely
pack.v.01,pack||pack.v.01,arrange in a container
containerize.v.01,containerize||containerize.v.01,package in a container
enshrine.v.01,enshrine||enshrine.v.01,enclose in a shrine
pack.v.12,pack||pack.v.12,load with a pack
veil.v.01,veil||veil.v.01,"to obscure, or conceal with or as if with a veil"
unveil.v.01,unveil||unveil.v.01,remove the veil from
unveil.v.03,unveil||unveil.v.03,remove the cover from
pack.v.03,pack||pack.v.03,compress into a wad
compact.v.01,compact||compact.v.01,have the property of being packable or of compacting easily
puddle.v.04,puddle||puddle.v.04,"work a wet mixture, such as concrete or mud"
bunch.v.02,bunch||bunch.v.02,gather or cause to gather into a cluster
agglomerate.v.01,agglomerate||agglomerate.v.01,form into one cluster
pack.v.10,pack||pack.v.10,seal with packing
lubricate.v.02,lubricate||lubricate.v.02,apply a lubricant to
box.v.01,box||box.v.01,put into a box
unbox.v.01,unbox||unbox.v.01,remove from a box
unpack.v.01,unpack||unpack.v.01,remove from its packing
break_out.v.04,break_out||break_out.v.04,take from stowage in preparation for use
bag.v.05,bag||bag.v.05,put into a bag
pouch.v.01,pouch||pouch.v.01,put into a small bag
sack.v.04,sack||sack.v.04,put in a sack
encase.v.01,encase||encase.v.01,"enclose in, or as if in, a case"
crate.v.01,crate||crate.v.01,put into a crate; as for protection
uncrate.v.01,uncrate||uncrate.v.01,remove from the crate
bundle.v.01,bundle||bundle.v.01,make into a bundle
roll_out.v.02,roll_out||roll_out.v.02,straighten by unrolling
burden.v.01,burden||burden.v.01,weight down with a load
lighten.v.02,lighten||lighten.v.02,reduce the weight on; make lighter
overburden.v.02,overburden||overburden.v.02,load with excessive weight
plumb.v.02,plumb||plumb.v.02,weight with lead
unburden.v.02,unburden||unburden.v.02,take the burden off; remove the burden from
unload.v.02,unload||unload.v.02,take the load off (a container or vehicle)
empty.v.04,empty||empty.v.04,remove
bomb_up.v.01,bomb_up||bomb_up.v.01,load an aircraft with bombs
overload.v.03,overload||overload.v.03,place too much a load on
surcharge.v.05,surcharge||surcharge.v.05,fill to an excessive degree
overload.v.01,overload||overload.v.01,become overloaded
charge.v.08,charge||charge.v.08,fill or load to capacity
freight.v.02,freight||freight.v.02,load with goods for transportation
discharge.v.04,discharge||discharge.v.04,remove the charge from
drop.v.08,drop||drop.v.08,leave or unload
wharf.v.03,wharf||wharf.v.03,discharge at a wharf
air-drop.v.01,air-drop||air-drop.v.01,drop (an object) from the air; unload from a plane or helicopter
load.v.01,load||load.v.01,fill or place a load on
load.v.02,load||load.v.02,provide (a device) with something necessary
recharge.v.01,recharge||recharge.v.01,load anew
reload.v.02,reload||reload.v.02,place a new load on
saddle.v.02,saddle||saddle.v.02,load or burden; encumber
yoke.v.03,yoke||yoke.v.03,put a yoke on or join with a yoke
inspan.v.01,inspan||inspan.v.01,attach a yoke or harness to
unyoke.v.01,unyoke||unyoke.v.01,remove the yoke from
outspan.v.01,outspan||outspan.v.01,remove the yoke or harness from
harness.v.01,harness||harness.v.01,put a harness
unharness.v.01,unharness||unharness.v.01,remove the harness from
yoke.v.02,yoke||yoke.v.02,link with or as with a yoke
yoke.v.01,yoke||yoke.v.01,become joined or linked together
saddle.v.01,saddle||saddle.v.01,put a saddle on
unsaddle.v.01,unsaddle||unsaddle.v.01,remove the saddle from
bruise.v.01,bruise||bruise.v.01,injure the underlying soft tissue or bone of
jam.v.03,jam||jam.v.03,crush or bruise
garner.v.02,garner||garner.v.02,store grain
bin.v.01,bin||bin.v.01,store in bins
stow.v.01,stow||stow.v.01,fill by packing tightly
park.v.01,park||park.v.01,place temporarily
ensconce.v.01,ensconce||ensconce.v.01,fix firmly
put.v.02,put||put.v.02,cause to be in a certain state; cause to be in a certain relation
put_to_sleep.v.01,put_to_sleep||put_to_sleep.v.01,help someone go to bed
put.v.01,put||put.v.01,put into a certain place or abstract location
dispose.v.04,dispose||dispose.v.04,place or put in a particular order
emplace.v.02,emplace||emplace.v.02,put into place or position
emplace.v.01,emplace||emplace.v.01,provide a new emplacement for guns
ship.v.05,ship||ship.v.05,place on board a ship
reship.v.01,reship||reship.v.01,place on a ship again or transfer to another ship
underlay.v.02,underlay||underlay.v.02,put (something) under or beneath
trench.v.04,trench||trench.v.04,"set, plant, or bury in a trench"
pigeonhole.v.01,pigeonhole||pigeonhole.v.01,place into a small compartment
shelve.v.02,shelve||shelve.v.02,place on a shelf
jar.v.05,jar||jar.v.05,place in a cylindrical vessel
prostrate.v.03,prostrate||prostrate.v.03,"throw down flat, as on the ground"
repose.v.06,repose||repose.v.06,to put something (eg trust) in something
sign.v.06,sign||sign.v.06,"place signs, as along a road"
middle.v.01,middle||middle.v.01,put in the middle
parallelize.v.01,parallelize||parallelize.v.01,place parallel to one another
butt.v.03,butt||butt.v.03,place end to end without overlapping
recess.v.01,recess||recess.v.01,put into a recess
reposition.v.02,reposition||reposition.v.02,place into another position
reduce.v.14,reduce||reduce.v.14,reposition (a broken bone after surgery) back to its normal site
throw.v.04,throw||throw.v.04,place or put with great energy
pop.v.07,pop||pop.v.07,put or thrust suddenly and forcefully
tee.v.01,tee||tee.v.01,place on a tee
rack_up.v.02,rack_up||rack_up.v.02,place in a rack
coffin.v.01,coffin||coffin.v.01,place into a coffin
bed.v.03,bed||bed.v.03,put to bed
appose.v.01,appose||appose.v.01,place side by side or in close proximity
set_down.v.04,set_down||set_down.v.04,cause to sit or seat or be in a settled position or place
plank.v.02,plank||plank.v.02,set (something or oneself) down with or as if with a noise
sow.v.01,sow||sow.v.01,place (seeds) in or on the ground for future growth
broadcast.v.02,broadcast||broadcast.v.02,"sow over a wide area, especially by hand"
inseminate.v.01,inseminate||inseminate.v.01,place seeds in or on (the ground)
reseed.v.01,reseed||reseed.v.01,seed again or anew
scatter.v.04,scatter||scatter.v.04,sow by scattering
misplace.v.02,misplace||misplace.v.02,place or position wrongly; put in the wrong position
juxtapose.v.01,juxtapose||juxtapose.v.01,place side by side
set_down.v.03,set_down||set_down.v.03,put or settle into a position
bottle.v.02,bottle||bottle.v.02,put into bottles
bucket.v.01,bucket||bucket.v.01,put into a bucket
barrel.v.01,barrel||barrel.v.01,put in barrels
ground.v.03,ground||ground.v.03,place or put on the ground
ground.v.02,ground||ground.v.02,confine or restrict to the ground
pillow.v.01,pillow||pillow.v.01,rest on or as if on a pillow
misplace.v.01,misplace||misplace.v.01,place (something) where one cannot find it again
rail.v.07,rail||rail.v.07,lay with rails
stack.v.02,stack||stack.v.02,arrange in stacks
rick.v.01,rick||rick.v.01,pile in ricks
cord.v.01,cord||cord.v.01,stack in cords
stack.v.01,stack||stack.v.01,load or cover with stacks
stagger.v.03,stagger||stagger.v.03,to arrange in a systematic order
pile_up.v.02,pile_up||pile_up.v.02,arrange into piles or stacks
scuffle.v.02,scuffle||scuffle.v.02,fight or struggle in a confused way at close quarters
wrestle.v.04,wrestle||wrestle.v.04,engage in a wrestling match
mudwrestle.v.01,mudwrestle||mudwrestle.v.01,wrestle in mud
struggle.v.02,struggle||struggle.v.02,to exert strenuous effort against opposition
